,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,air_quality_index,pollution_level,weekday,season
12635,12636,2014,8,9,11,133,133,9,59,1200,138,29.9,1000.6,19,0,SW,1,Aotizhongxin,115.75,Unhealthy,Weekday,Summer
12636,12637,2014,8,9,12,94,94,12,36,1000,183,31.2,999.6,18.2,0,SW,1,Aotizhongxin,101.75,Unhealthy,Weekday,Summer
12637,12638,2014,8,9,13,83,83,14,25,900,214,31.6,998.9,18.2,0,SW,2,Aotizhongxin,101.25,Unhealthy,Weekday,Summer
12638,12639,2014,8,9,14,75,75,11,22,800,208,31.7,998,16.4,0,SW,1,Aotizhongxin,95,Moderate,Weekday,Summer
12639,12640,2014,8,9,15,67,67,8,20,800,204,31.5,997.2,15.9,0,SW,2,Aotizhongxin,89.5,Moderate,Weekday,Summer
12640,12641,2014,8,9,16,66,66,8,24,700,195,30.6,996.9,16.2,0,SW,2,Aotizhongxin,87.75,Moderate,Weekday,Summer
12641,12642,2014,8,9,17,59,59,9,27,600,189,29.5,996.9,16.3,0,SW,2,Aotizhongxin,83.5,Moderate,Weekday,Summer
12642,12643,2014,8,9,18,52,52,7,24,600,177,28.9,997.7,15.4,0,SW,2,Aotizhongxin,76.25,Moderate,Weekday,Summer
12643,12644,2014,8,9,19,52,52,4,34,600,160,28.5,997.9,16.7,0,SW,1,Aotizhongxin,74.5,Moderate,Weekday,Summer
12644,12645,2014,8,9,20,53,53,5,32,600,149,20.6,1001.4,19.4,8,NW,2,Aotizhongxin,71.75,Moderate,Weekday,Summer
12645,12646,2014,8,9,21,51,51,5,32,600,142,20,1001.4,20,5,NW,1,Aotizhongxin,69,Moderate,Weekday,Summer
12646,12647,2014,8,9,22,8,8,2,13,200,123,20.3,999.8,20.3,0,SE,0,Aotizhongxin,38,Good,Weekday,Summer
12647,12648,2014,8,9,23,7,7,2,21,200,103,20.3,999,20.3,0,SW,0,Aotizhongxin,34.5,Good,Weekday,Summer
12648,12649,2014,8,10,0,11,11,2,29,300,83,20.1,998.9,20.1,0,NW,0,Aotizhongxin,33.5,Good,Weekday,Summer
12649,12650,2014,8,10,1,19,19,2,47,400,52,19.9,999.1,19.9,0,NE,0,Aotizhongxin,34.25,Good,Weekday,Summer
12650,12651,2014,8,10,2,23,23,2,50,300,42,19.5,998.4,19.5,0,SW,0,Aotizhongxin,34.5,Good,Weekday,Summer
12651,12652,2014,8,10,3,28,28,2,42,300,46,19.4,998.5,19.4,0,SE,0,Aotizhongxin,36,Good,Weekday,Summer
12652,12653,2014,8,10,4,29,29,2,39,300,38,19.2,998.5,19.2,0,SW,0,Aotizhongxin,33.75,Good,Weekday,Summer
12653,12654,2014,8,10,5,28,28,2,45,300,31,19.1,998.7,19.1,0,NW,0,Aotizhongxin,33,Good,Weekday,Summer
12654,12655,2014,8,10,6,23,23,2,45,300,27,19.9,998.8,19.9,0,NE,0,Aotizhongxin,29.5,Good,Weekday,Summer
12655,12656,2014,8,10,7,39,39,2,44,300,32,21.4,999.1,21.2,0,S,0,Aotizhongxin,38.5,Good,Weekday,Summer
12656,12657,2014,8,10,8,36,36,2,35,300,49,24.9,998.8,20.4,0,SW,1,Aotizhongxin,39,Good,Weekday,Summer
12657,12658,2014,8,10,9,25,25,2,32,300,70,27,998.4,19.9,0,NE,0,Aotizhongxin,38,Good,Weekday,Summer
12658,12659,2014,8,10,10,33,33,2,42,400,79,28.1,998.2,19.3,0,NE,1,Aotizhongxin,46.75,Good,Weekday,Summer
12659,12660,2014,8,10,11,37,37,2,41,500,104,29.5,997.7,19.8,0,SW,1,Aotizhongxin,54.75,Moderate,Weekday,Summer
12660,12661,2014,8,10,12,44,44,2,45,600,124,30.9,996.8,21.1,0,S,1,Aotizhongxin,64.25,Moderate,Weekday,Summer
12661,12662,2014,8,10,13,46,46,2,36,500,159,32,995.9,19.9,0,SW,1,Aotizhongxin,71.75,Moderate,Weekday,Summer
12662,12663,2014,8,10,14,45,45,3,28,500,197,32.2,995.1,20.8,0,SW,2,Aotizhongxin,78.75,Moderate,Weekday,Summer
12663,12664,2014,8,10,15,34,34,4,25,500,196,32.4,994.3,20.3,0,SW,1,Aotizhongxin,72.25,Moderate,Weekday,Summer
12664,12665,2014,8,10,16,31,31,3,25,400,186,32.4,994.3,20,0,SW,2,Aotizhongxin,68.25,Moderate,Weekday,Summer
12665,12666,2014,8,10,17,32,32,3,32,400,170,31.5,994.4,20.1,0,SW,2,Aotizhongxin,66.5,Moderate,Weekday,Summer
12666,12667,2014,8,10,18,34,34,2,32,400,167,30.2,995,18.9,0,SW,3,Aotizhongxin,66.75,Moderate,Weekday,Summer
12667,12668,2014,8,10,19,43,43,2,39,500,161,28.6,995.6,21.1,0,SW,2,Aotizhongxin,71.5,Moderate,Weekday,Summer
12668,12669,2014,8,10,20,57,57,3,37,500,155,26.4,996.6,22.5,0,W,1,Aotizhongxin,76.5,Moderate,Weekday,Summer
12669,12670,2014,8,10,21,51,51,2,44,500,116,26.8,997.2,20.4,0,NE,1,Aotizhongxin,65.5,Moderate,Weekday,Summer
12670,12671,2014,8,10,22,56,56,3,69,700,79,25,998.1,21.3,0,E,0,Aotizhongxin,65,Moderate,Weekday,Summer
12671,12672,2014,8,10,23,72,72,4,93,900,45,25.8,998.4,20.8,0,NE,1,Aotizhongxin,70.5,Moderate,Weekday,Summer
12672,12673,2014,8,11,0,78,78,3,93,800,34,24.5,998.3,20.8,0,NE,0,Aotizhongxin,70.75,Moderate,Weekday,Summer
12673,12674,2014,8,11,1,76,76,3,74,600,43,22.8,998.3,20.1,0,NE,0,Aotizhongxin,67.25,Moderate,Weekday,Summer
12674,12675,2014,8,11,2,68,68,4,77,600,36,22.7,998.6,16.5,0,NE,1,Aotizhongxin,62.25,Moderate,Weekday,Summer
12675,12676,2014,8,11,3,66,66,2,64,500,33,22.2,999,15.5,0,NE,0,Aotizhongxin,57.25,Moderate,Weekday,Summer
12676,12677,2014,8,11,4,21,21,3,74,300,4,24.2,999.5,13.7,0,NE,1,Aotizhongxin,30,Good,Weekday,Summer
12677,12678,2014,8,11,5,20,20,2,59,200,10,21.8,999.7,14.7,0,NE,0,Aotizhongxin,27.25,Good,Weekday,Summer
12678,12679,2014,8,11,6,18,18,2,57,200,18,23.3,999.8,15.9,0,NE,1,Aotizhongxin,27.75,Good,Weekday,Summer
12679,12680,2014,8,11,7,9,9,2,56,300,19,25.7,1000.1,15.1,0,NE,1,Aotizhongxin,23.25,Good,Weekday,Summer
12680,12681,2014,8,11,8,13,13,2,50,300,29,29.3,1000.1,15.4,0,NE,1,Aotizhongxin,26.25,Good,Weekday,Summer
12681,12682,2014,8,11,9,11,11,2,31,400,54,31.7,999.9,12.5,0,NE,2,Aotizhongxin,26.75,Good,Weekday,Summer
12682,12683,2014,8,11,10,10,10,2,22,500,76,32.8,999.5,12.4,0,NE,2,Aotizhongxin,29.5,Good,Weekday,Summer
12683,12684,2014,8,11,11,8,8,2,13,200,81,33.4,998.8,11.9,0,NW,2,Aotizhongxin,27.5,Good,Weekday,Summer
12684,12685,2014,8,11,12,10,10,2,9,400,91,34.1,998.3,11.3,0,NE,2,Aotizhongxin,30,Good,Weekday,Summer
12685,12686,2014,8,11,13,8,8,2,15,300,99,34.2,997.3,12.5,0,NE,1,Aotizhongxin,32.5,Good,Weekday,Summer
12686,12687,2014,8,11,14,9,9,3,10,300,95,34.4,996.6,13.3,0,E,1,Aotizhongxin,30.75,Good,Weekday,Summer
12687,12688,2014,8,11,15,14,14,30,17,300,97,34.5,996.2,14.4,0,E,1,Aotizhongxin,35.5,Good,Weekday,Summer
12688,12689,2014,8,11,16,3,3,27,25,800,107,34.2,995.9,14.7,0,SE,1,Aotizhongxin,34.5,Good,Weekday,Summer
12689,12690,2014,8,11,17,10,10,2,24,600,121,32.3,996.4,13.5,0,SW,2,Aotizhongxin,41.25,Good,Weekday,Summer
12690,12691,2014,8,11,18,13,13,2,31,300,127,30.3,996.9,14,0,SW,2,Aotizhongxin,46,Good,Weekday,Summer
12691,12692,2014,8,11,19,20,20,2,43,300,130,27.9,997.8,16.5,0,W,0,Aotizhongxin,53.25,Moderate,Weekday,Summer
12692,12693,2014,8,11,20,22,22,2,66,300,108,24.2,998.7,17.2,0,SW,0,Aotizhongxin,54.5,Moderate,Weekday,Summer
12693,12694,2014,8,11,21,26,26,2,66,400,109,23,999.3,17.2,0,SW,0,Aotizhongxin,56.75,Moderate,Weekday,Summer
12694,12695,2014,8,11,22,24,24,2,53,400,104,23.3,999.6,18.6,0,NE,0,Aotizhongxin,51.25,Moderate,Weekday,Summer
12695,12696,2014,8,11,23,25,25,2,78,500,57,22.3,999.9,17.2,0,N,0,Aotizhongxin,46.25,Good,Weekday,Summer
12696,12697,2014,8,12,0,31,31,2,114,700,11,22.2,999.8,17.1,0,E,0,Aotizhongxin,46.75,Good,Weekday,Summer
12697,12698,2014,8,12,1,35,35,2,114,600,7,21.7,999.7,17.5,0,NE,0,Aotizhongxin,47.75,Good,Weekday,Summer
12698,12699,2014,8,12,2,36,36,2,111,500,2,21.1,999.7,17.1,0,E,0,Aotizhongxin,46.25,Good,Weekday,Summer
12699,12700,2014,8,12,3,31,31,2,93,400,16,20.5,999.7,16.5,0,E,1,Aotizhongxin,42.75,Good,Weekday,Summer
12700,12701,2014,8,12,4,31,31,2,79,300,21,19.9,1000.2,16.3,0,NE,0,Aotizhongxin,40.5,Good,Weekday,Summer
12701,12702,2014,8,12,5,26,26,2,90,300,2,18.9,1000.7,17.6,0,NW,0,Aotizhongxin,36,Good,Weekday,Summer
12702,12703,2014,8,12,6,14,14,2,55,200,19,20.1,1001.1,15.7,0,NE,1,Aotizhongxin,25.5,Good,Weekday,Summer
12703,12704,2014,8,12,7,13,13,2,49,200,20,24,1001.2,14.1,0,NE,1,Aotizhongxin,23.75,Good,Weekday,Summer
12704,12705,2014,8,12,8,13,13,3,45,300,29,27.6,1001.1,13.9,0,NE,1,Aotizhongxin,25,Good,Weekday,Summer
12705,12706,2014,8,12,9,17,17,3,43,300,40,29.8,1001.2,12.2,0,SE,1,Aotizhongxin,29.25,Good,Weekday,Summer
12706,12707,2014,8,12,10,19,19,2,36,300,60,31.1,1001,12.9,0,SE,1,Aotizhongxin,33.5,Good,Weekday,Summer
12707,12708,2014,8,12,11,20,20,4,37,300,76,32.1,1000.2,12.3,0,SE,1,Aotizhongxin,38.25,Good,Weekday,Summer
12708,12709,2014,8,12,12,18,18,4,31,300,107,32.9,999.8,12,0,SW,1,Aotizhongxin,43.5,Good,Weekday,Summer
12709,12710,2014,8,12,13,22,22,7,22,300,139,32.9,999.1,12.5,0,W,1,Aotizhongxin,51.25,Moderate,Weekday,Summer
12710,12711,2014,8,12,14,28,28,8,20,500,171,31.1,998.3,17,0,NW,0,Aotizhongxin,61.75,Moderate,Weekday,Summer
12711,12712,2014,8,12,15,36,36,10,24,800,203,30.6,998.3,13.8,0,SE,1,Aotizhongxin,74.75,Moderate,Weekday,Summer
12712,12713,2014,8,12,16,38,38,9,27,800,213,30,998.2,16.1,0,SW,1,Aotizhongxin,79,Moderate,Weekday,Summer
12713,12714,2014,8,12,17,31,31,8,29,800,186,29.9,998.8,15.2,0,W,2,Aotizhongxin,69.25,Moderate,Weekday,Summer
12714,12715,2014,8,12,18,35,35,8,43,800,161,27.5,999.2,19.6,0,W,0,Aotizhongxin,68.5,Moderate,Weekday,Summer
12715,12716,2014,8,12,19,37,37,7,53,700,153,26.1,999.8,18.2,0,SE,0,Aotizhongxin,70,Moderate,Weekday,Summer
12716,12717,2014,8,12,20,31,31,5,44,400,144,25.2,1000.5,18.6,0,SE,0,Aotizhongxin,62.5,Moderate,Weekday,Summer
12717,12718,2014,8,12,21,37,37,6,54,700,134,27.4,1000.8,15.7,0,NE,1,Aotizhongxin,65.5,Moderate,Weekday,Summer
12718,12719,2014,8,12,22,33,33,4,62,600,81,24.1,1002.9,18.5,0,SW,3,Aotizhongxin,52.25,Moderate,Weekday,Summer
12719,12720,2014,8,12,23,22,22,3,29,300,90,20.8,1001.6,20.5,3,NE,0,Aotizhongxin,40.75,Good,Weekday,Summer
12720,12721,2014,8,13,0,14,14,2,18,200,99,21,1001.3,21,0,NE,0,Aotizhongxin,36.25,Good,Weekend,Summer
12721,12722,2014,8,13,1,24,24,2,73,300,48,20.8,1001.8,20.8,0,E,0,Aotizhongxin,42.25,Good,Weekend,Summer
12722,12723,2014,8,13,2,23,23,2,59,300,47,21.1,1001.2,21.1,0,W,0,Aotizhongxin,38,Good,Weekend,Summer
12723,12724,2014,8,13,3,27,27,2,60,300,27,20.9,1002.1,20.9,0,SW,1,Aotizhongxin,35.25,Good,Weekend,Summer
12724,12725,2014,8,13,4,24,24,3,45,300,54,20.8,1002.1,20.8,0,SW,1,Aotizhongxin,36.75,Good,Weekend,Summer
12725,12726,2014,8,13,5,27,27,3,46,300,34,20.3,1002.8,20.1,0,W,1,Aotizhongxin,33.5,Good,Weekend,Summer
12726,12727,2014,8,13,6,35,35,3,50,300,32,20.1,1002.2,20.1,2,NE,0,Aotizhongxin,38,Good,Weekend,Summer
12727,12728,2014,8,13,7,36,36,2,38,300,50,20.4,1002.6,20.4,0,NE,1,Aotizhongxin,40,Good,Weekend,Summer
12728,12729,2014,8,13,8,33,33,2,39,300,55,20.7,1002.9,20.7,0,NE,0,Aotizhongxin,40,Good,Weekend,Summer
12729,12730,2014,8,13,9,38,38,2,46,400,38,20.5,1003.1,20.5,0,NE,1,Aotizhongxin,40,Good,Weekend,Summer
12730,12731,2014,8,13,10,49,49,2,64,600,27,20.2,1003.3,20.2,0,NE,1,Aotizhongxin,47.25,Good,Weekend,Summer
12731,12732,2014,8,13,11,47,47,3,59,600,62,20.3,1003.2,20.3,2,N,1,Aotizhongxin,53.75,Moderate,Weekend,Summer
12732,12733,2014,8,13,12,39,39,2,42,600,79,19.4,1003.6,19.4,11,SE,1,Aotizhongxin,49.75,Good,Weekend,Summer
12733,12734,2014,8,13,13,29,29,2,34,400,58,20,1003,20,0,NW,0,Aotizhongxin,37.5,Good,Weekend,Summer
12734,12735,2014,8,13,14,23,23,2,34,400,43,20.4,1002.6,20.4,0,E,0,Aotizhongxin,30.75,Good,Weekend,Summer
12735,12736,2014,8,13,15,22,22,2,36,500,42,21.7,1002.3,19.8,0,W,0,Aotizhongxin,30.5,Good,Weekend,Summer
12736,12737,2014,8,13,16,19,19,2,28,700,62,23.7,1002.3,20.4,0,NE,1,Aotizhongxin,32,Good,Weekend,Summer
12737,12738,2014,8,13,17,27,27,2,38,400,55,23,1002.1,20,0,NE,1,Aotizhongxin,36.75,Good,Weekend,Summer
12738,12739,2014,8,13,18,19,19,2,26,700,73,21.5,1002.1,20.3,0,NE,0,Aotizhongxin,34.25,Good,Weekend,Summer
12739,12740,2014,8,13,19,26,26,3,36,600,61,20.8,1002.5,20,0,SE,0,Aotizhongxin,37.25,Good,Weekend,Summer
12740,12741,2014,8,13,20,31,31,2,51,400,39,20.2,1003.3,19.7,0,NE,0,Aotizhongxin,38,Good,Weekend,Summer
12741,12742,2014,8,13,21,29,29,2,51,400,33,19.7,1003.2,19.4,0,E,0,Aotizhongxin,35.5,Good,Weekend,Summer
12742,12743,2014,8,13,22,21,21,2,53,400,29,18.8,1003.3,18.8,0,N,0,Aotizhongxin,31,Good,Weekend,Summer
12743,12744,2014,8,13,23,21,21,2,55,400,25,18.4,1003.6,18.4,0,N,0,Aotizhongxin,30.5,Good,Weekend,Summer
12744,12745,2014,8,14,0,21,21,2,53,500,19,18.1,1003.5,18.1,0,N,0,Aotizhongxin,28.5,Good,Weekend,Summer
12745,12746,2014,8,14,1,22,22,2,47,500,18,17.5,1003.3,17.5,0,N,0,Aotizhongxin,27.25,Good,Weekend,Summer
12746,12747,2014,8,14,2,21,21,3,74,600,2,17,1003.2,17,0,N,0,Aotizhongxin,29.5,Good,Weekend,Summer
12747,12748,2014,8,14,3,27,27,2,62,600,4,16.8,1002.8,16.8,0,N,0,Aotizhongxin,30,Good,Weekend,Summer
12748,12749,2014,8,14,4,26,26,2,49,500,5,17.2,1002.9,17.2,0,NE,1,Aotizhongxin,26.5,Good,Weekend,Summer
12749,12750,2014,8,14,5,28,28,3,65,500,2,17.1,1003.1,17.1,0,NE,0,Aotizhongxin,30.75,Good,Weekend,Summer
12750,12751,2014,8,14,6,33,33,3,58,400,2,17.8,1003.1,17.8,0,NE,0,Aotizhongxin,31.5,Good,Weekend,Summer
12751,12752,2014,8,14,7,33,33,3,59,600,2,19.4,1003.2,19.4,0,NE,1,Aotizhongxin,31.75,Good,Weekend,Summer
12752,12753,2014,8,14,8,26,26,4,55,400,12,22.8,1003.1,19.4,0,SE,0,Aotizhongxin,29.75,Good,Weekend,Summer
12753,12754,2014,8,14,9,27,27,5,50,500,19,24.8,1002.8,18.7,0,SW,0,Aotizhongxin,30.75,Good,Weekend,Summer
12754,12755,2014,8,14,10,34,34,6,47,500,46,26.9,1002.3,19.3,0,SW,1,Aotizhongxin,40.25,Good,Weekend,Summer
12755,12756,2014,8,14,11,24,24,9,34,400,72,28.3,1001.7,18.1,0,W,1,Aotizhongxin,38.5,Good,Weekend,Summer
12756,12757,2014,8,14,12,26,26,9,43,500,83,29.4,1001.2,18.8,0,SW,1,Aotizhongxin,44.5,Good,Weekend,Summer
12757,12758,2014,8,14,13,28,28,6,45,500,112,29.7,1000.7,19.7,0,SW,2,Aotizhongxin,53.25,Moderate,Weekend,Summer
12758,12759,2014,8,14,14,58,58,6,61,700,161,30,1000,20,0,SW,2,Aotizhongxin,84.5,Moderate,Weekend,Summer
12759,12760,2014,8,14,15,57,57,5,39,500,219,29.6,999.3,19.9,0,SW,3,Aotizhongxin,93,Moderate,Weekend,Summer
12760,12761,2014,8,14,16,42,42,3,32,400,185,29.4,999.4,20.3,0,SW,1,Aotizhongxin,75.25,Moderate,Weekend,Summer
12761,12762,2014,8,14,17,34,34,5,31,300,168,27.9,999.1,19.4,0,SW,1,Aotizhongxin,66.75,Moderate,Weekend,Summer
12762,12763,2014,8,14,18,37,37,4,29,400,151,25.9,1000.5,17.3,0,W,2,Aotizhongxin,63.5,Moderate,Weekend,Summer
12763,12764,2014,8,14,19,37,37,5,36,400,131,23.6,1000.9,17.3,0,SW,0,Aotizhongxin,60.25,Moderate,Weekend,Summer
12764,12765,2014,8,14,20,33,33,5,46,400,98,23.1,1001,16.6,0,SW,1,Aotizhongxin,52.5,Moderate,Weekend,Summer
12765,12766,2014,8,14,21,27,27,4,65,400,59,21.2,1000.7,16.6,0,NW,0,Aotizhongxin,44.5,Good,Weekend,Summer
12766,12767,2014,8,14,22,18,18,3,75,500,30,20.8,1000.9,17.8,0,NW,0,Aotizhongxin,35.25,Good,Weekend,Summer
12767,12768,2014,8,14,23,20,20,2,87,600,9,19.9,1001,17.7,0,NE,0,Aotizhongxin,34,Good,Weekend,Summer
12768,12769,2014,8,15,0,23,23,4,96,600,2,19.4,1000.8,18.7,0,SE,0,Aotizhongxin,36,Good,Weekday,Summer
12769,12770,2014,8,15,1,22,22,4,108,500,2,19.2,1000.7,18.5,0,NE,0,Aotizhongxin,38.5,Good,Weekday,Summer
12770,12771,2014,8,15,2,37,37,2,92,500,2,19.3,1000.5,18.3,0,NE,0,Aotizhongxin,42,Good,Weekday,Summer
12771,12772,2014,8,15,3,45,45,2,58,300,11,18.6,1000.5,17.8,0,E,0,Aotizhongxin,39.75,Good,Weekday,Summer
12772,12773,2014,8,15,4,38,38,2,75,300,2,17.7,1001.1,17.4,0,NE,0,Aotizhongxin,38.25,Good,Weekday,Summer
12773,12774,2014,8,15,5,29,29,2,81,300,2,17.9,1001.6,17.9,0,SE,0,Aotizhongxin,35.25,Good,Weekday,Summer
12774,12775,2014,8,15,6,36,36,2,86,400,2,19.8,1002.1,18.5,0,N,0,Aotizhongxin,40,Good,Weekday,Summer
12775,12776,2014,8,15,7,84,84,2,90,600,2,22.4,1002.5,19.8,0,NE,1,Aotizhongxin,65,Moderate,Weekday,Summer
12776,12777,2014,8,15,8,112,112,2,92,800,4,24.9,1002.3,20.2,0,NE,1,Aotizhongxin,80,Moderate,Weekday,Summer
12777,12778,2014,8,15,9,127,127,2,91,800,26,26.7,1002.2,18.3,0,NE,1,Aotizhongxin,92.75,Moderate,Weekday,Summer
12778,12779,2014,8,15,10,96,96,2,70,900,66,29.4,1001.7,16.6,0,NW,1,Aotizhongxin,82,Moderate,Weekday,Summer
12779,12780,2014,8,15,11,46,46,3,45,600,95,31.1,1000.8,15.5,0,NE,1,Aotizhongxin,58,Moderate,Weekday,Summer
12780,12781,2014,8,15,12,32,32,5,31,700,112,31.9,1000.3,13.2,0,NE,2,Aotizhongxin,51.75,Moderate,Weekday,Summer
12781,12782,2014,8,15,13,25,25,8,20,700,131,32.5,999.8,14.6,0,W,1,Aotizhongxin,50.25,Moderate,Weekday,Summer
12782,12783,2014,8,15,14,26,26,7,21,400,140,32.7,999.3,16.9,0,SW,2,Aotizhongxin,53.25,Moderate,Weekday,Summer
12783,12784,2014,8,15,15,29,29,6,21,400,152,32.4,998.9,17.1,0,W,3,Aotizhongxin,57.75,Moderate,Weekday,Summer
12784,12785,2014,8,15,16,29,29,7,26,400,177,30.9,999.1,16.1,0,SW,2,Aotizhongxin,65.25,Moderate,Weekday,Summer
12785,12786,2014,8,15,17,49,49,5,47,500,238,29.4,999.5,17.9,0,SW,1,Aotizhongxin,95.75,Moderate,Weekday,Summer
12786,12787,2014,8,15,18,25,25,3,33,400,170,28.7,999.5,17.6,0,SW,1,Aotizhongxin,63.25,Moderate,Weekday,Summer
12787,12788,2014,8,15,19,32,32,2,55,400,136,28.1,1000,18.5,0,SW,1,Aotizhongxin,63.75,Moderate,Weekday,Summer
12788,12789,2014,8,15,20,29,29,2,47,400,119,27.3,1000.4,18.9,0,SW,1,Aotizhongxin,56,Moderate,Weekday,Summer
12789,12790,2014,8,15,21,33,33,2,58,400,100,24.6,1000.7,20.1,0,SW,0,Aotizhongxin,56,Moderate,Weekday,Summer
12790,12791,2014,8,15,22,34,34,2,64,400,82,22.8,1001,20,0,NE,0,Aotizhongxin,53.5,Moderate,Weekday,Summer
12791,12792,2014,8,15,23,36,36,2,64,500,71,23.2,1001.5,19.4,0,NE,0,Aotizhongxin,51.75,Moderate,Weekday,Summer
12792,12793,2014,8,16,0,48,48,2,119,800,4,23.1,1001.6,18.8,0,NE,1,Aotizhongxin,54.75,Moderate,Weekday,Summer
12793,12794,2014,8,16,1,65,65,3,149,1100,2,22.2,1001.7,19,0,NE,0,Aotizhongxin,70.25,Moderate,Weekday,Summer
12794,12795,2014,8,16,2,80,80,2,141,800,2,21.7,1001.8,19.3,0,NE,1,Aotizhongxin,75.75,Moderate,Weekday,Summer
12795,12796,2014,8,16,3,88,88,2,127,700,2,21.2,1002.1,18.9,0,E,0,Aotizhongxin,76.25,Moderate,Weekday,Summer
12796,12797,2014,8,16,4,74,74,2,90,500,20,20.5,1002.5,18.3,0,NE,0,Aotizhongxin,64.5,Moderate,Weekday,Summer
12797,12798,2014,8,16,5,53,53,2,100,500,8,20.3,1002.9,18.2,0,NE,0,Aotizhongxin,53.5,Moderate,Weekday,Summer
12798,12799,2014,8,16,6,42,42,2,89,400,15,21.3,1003.4,19.2,0,NE,0,Aotizhongxin,47,Good,Weekday,Summer
12799,12800,2014,8,16,7,47,47,2,98,500,11,23.5,1003.4,19.6,0,NE,0,Aotizhongxin,50.75,Moderate,Weekday,Summer
12800,12801,2014,8,16,8,37,37,2,68,500,46,26.4,1003.8,18,0,NE,1,Aotizhongxin,47,Good,Weekday,Summer
12801,12802,2014,8,16,9,38,38,2,49,400,66,28.6,1003.6,18.1,0,E,1,Aotizhongxin,47.75,Good,Weekday,Summer
12802,12803,2014,8,16,10,37,37,2,38,400,98,30,1003.1,17.8,0,E,2,Aotizhongxin,52.5,Moderate,Weekday,Summer
12803,12804,2014,8,16,11,58,58,4,37,700,134,31.4,1002.5,18.7,0,NE,0,Aotizhongxin,71.75,Moderate,Weekday,Summer
12804,12805,2014,8,16,12,55,55,4,32,600,176,33,1001.7,17.2,0,SE,1,Aotizhongxin,79.5,Moderate,Weekday,Summer
12805,12806,2014,8,16,13,46,46,4,25,400,197,33.7,1001,14.7,0,W,0,Aotizhongxin,78.5,Moderate,Weekday,Summer
12806,12807,2014,8,16,14,35,35,5,25,400,200,34.3,1000.4,16.6,0,SE,1,Aotizhongxin,73.75,Moderate,Weekday,Summer
12807,12808,2014,8,16,15,43,43,7,19,400,200,33.4,1000.1,15.9,0,SW,2,Aotizhongxin,76.25,Moderate,Weekday,Summer
12808,12809,2014,8,16,16,33,33,7,21,500,204,31.7,999.8,19,0,SW,1,Aotizhongxin,72.75,Moderate,Weekday,Summer
12809,12810,2014,8,16,17,68,68,10,36,1000,249,30.9,999.9,18.3,0,SW,2,Aotizhongxin,105.25,Unhealthy,Weekday,Summer
12810,12811,2014,8,16,18,72,72,9,48,1200,210,29.2,1000.3,19.2,0,SW,1,Aotizhongxin,100.5,Unhealthy,Weekday,Summer
12811,12812,2014,8,16,19,66,66,4,44,1000,178,26.5,1000.8,20.3,0,SW,0,Aotizhongxin,88.5,Moderate,Weekday,Summer
12812,12813,2014,8,16,20,68,68,4,44,800,175,24.8,1001.1,21.1,0,SW,0,Aotizhongxin,88.75,Moderate,Weekday,Summer
12813,12814,2014,8,16,21,85,85,2,58,900,137,24.6,1001.7,22.5,0,NW,0,Aotizhongxin,91.25,Moderate,Weekday,Summer
12814,12815,2014,8,16,22,95,95,2,61,900,127,23.8,1002,22.1,0,E,0,Aotizhongxin,94.5,Moderate,Weekday,Summer
12815,12816,2014,8,16,23,104,104,2,87,1100,81,23.6,1002.4,22.4,0,W,1,Aotizhongxin,94,Moderate,Weekday,Summer
12816,12817,2014,8,17,0,123,123,3,106,1200,78,23.4,1002.7,21.3,0,SW,0,Aotizhongxin,107.5,Unhealthy,Weekday,Summer
12817,12818,2014,8,17,1,183,183,2,76,1300,82,25.5,1002.5,16.6,0,SW,3,Aotizhongxin,131,Unhealthy,Weekday,Summer
12818,12819,2014,8,17,2,147,147,6,50,900,86,24.5,1002.3,17.5,0,SW,0,Aotizhongxin,107.5,Unhealthy,Weekday,Summer
12819,12820,2014,8,17,3,32,32,4,17,200,122,24.3,1003.7,17.3,0,SW,3,Aotizhongxin,50.75,Moderate,Weekday,Summer
12820,12821,2014,8,17,4,31,31,6,23,300,104,23.3,1004.6,17.5,0,W,2,Aotizhongxin,47.25,Good,Weekday,Summer
12821,12822,2014,8,17,5,36,36,4,18,300,115,22.3,1004.9,18.3,0,SW,1,Aotizhongxin,51.25,Moderate,Weekday,Summer
12822,12823,2014,8,17,6,37,37,3,23,500,108,22.7,1004.6,18.5,0,W,1,Aotizhongxin,51.25,Moderate,Weekday,Summer
12823,12824,2014,8,17,7,34,34,4,29,500,97,24.8,1004.1,18.3,0,N,1,Aotizhongxin,48.5,Good,Weekday,Summer
12824,12825,2014,8,17,8,42,42,4,33,500,95,25.5,1004.3,18.9,0,E,1,Aotizhongxin,53,Moderate,Weekday,Summer
12825,12826,2014,8,17,9,37,37,5,32,400,109,27.2,1004,19.3,0,E,2,Aotizhongxin,53.75,Moderate,Weekday,Summer
12826,12827,2014,8,17,10,47,47,5,34,500,111,28.7,1004.1,18.8,0,NE,1,Aotizhongxin,59.75,Moderate,Weekday,Summer
12827,12828,2014,8,17,11,44,44,5,33,600,120,30.5,1003.8,18.2,0,S,1,Aotizhongxin,60.25,Moderate,Weekday,Summer
12828,12829,2014,8,17,12,47,47,5,44,600,126,30.6,1003.7,16.2,0,SW,2,Aotizhongxin,66,Moderate,Weekday,Summer
